0.19253,0.34375,1
0.46587,0.031844,1
-0.0026317,0.32479,1
0.33492,1.446,1
0.29408,-0.066053,1
0.80912,0.80891,1
0.14879,0.18733,1
0.12157,0.27901,1
0.30495,0.054623,1
0.81934,0.72432,1
1.2311,0.47419,1
0.34889,0.45406,1
0.15423,0.86418,1
0.4965,0.91169,1
0.85041,0.33934,1
0.4021,0.93642,1
0.20105,0.80554,1
1.0235,0.89461,1
0.48127,0.15575,1
0.040813,0.49179,1
0.20996,0.74843,1
0.75567,0.45948,1
0.30262,0.4078,1
0.015212,0.80058,1
0.52295,0.33303,1
-0.29719,0.85845,1
-0.025833,0.48298,1
0.64326,0.24536,1
0.41835,0.54535,1
0.16308,0.049425,1
0.47562,0.69209,1
0.71631,1.0241,1
0.27993,0.67527,1
0.79643,0.93222,1
1.0372,0.60518,1
0.46925,0.61855,1
0.56933,0.84035,1
0.14751,0.49578,1
0.59587,0.0826,1
0.30041,0.45626,1
0.50057,0.46478,1
0.6289,0.59288,1
0.67799,0.70397,1
0.29905,0.34495,1
0.61794,0.76783,1
0.52908,0.43848,1
0.63965,0.34365,1
0.19577,0.20242,1
0.75781,0.2023,1
0.63192,0.75012,1
0.62846,0.39395,1
0.28044,0.48163,1
-0.055028,0.45074,1
0.43905,0.48805,1
0.35211,0.53343,1
0.54838,0.40043,1
0.17624,0.79605,1
0.49306,0.45839,1
0.63061,0.43027,1
0.63778,0.23543,1
0.43258,0.84669,1
0.79008,0.6136,1
-0.22708,0.88092,1
0.04331,-0.072556,1
0.55269,0.49886,1
0.50663,1.3456,1
0.66577,0.32632,1
0.42937,0.75859,1
0.97519,0.45146,1
0.51071,0.61259,1
0.32001,-0.059157,1
0.14913,0.59651,1
0.83369,0.3909,1
0.47928,-0.066129,1
0.7002,0.37947,1
0.45025,0.44294,1
0.68201,0.72561,1
0.56226,0.43736,1
0.84135,0.49462,1
0.50894,0.67664,1
0.059084,0.81086,1
1.1285,-0.15494,1
0.60494,0.65024,1
1.1043,0.41034,1
0.78183,0.88071,1
0.48588,0.75434,1
0.056022,0.52656,1
0.36202,-0.14997,1
0.69417,0.73785,1
-0.052321,0.47982,1
0.20732,0.29262,1
0.50849,0.66967,1
0.48479,0.35234,1
0.66799,0.57411,1
0.68763,0.71187,1
0.66109,0.15346,1
0.7645,0.50038,1
0.54552,0.38155,1
0.4947,0.27847,1
0.51541,0.92493,1
0.36938,0.45448,1
0.31542,0.67043,1
0.91715,0.77202,1
0.22057,0.075751,1
0.60089,0.12764,1
0.70497,0.93629,1
0.17688,0.56268,1
0.81975,0.28619,1
0.57361,0.47728,1
0.33319,0.53745,1
0.76463,0.23,1
0.61007,0.32553,1
0.79502,0.61828,1
0.29591,0.6863,1
0.63599,0.13167,1
0.10037,0.27031,1
0.47951,0.35916,1
0.66425,0.80569,1
-0.14032,0.10789,1
0.65383,-0.087009,1
0.71963,0.88279,1
0.41038,0.28906,1
0.030906,0.20542,1
0.90849,0.72042,1
0.39147,0.34784,1
-0.050897,0.55825,1
0.72908,0.64917,1
0.56026,0.95111,1
0.59717,0.43749,1
0.46105,0.50019,1
0.46582,0.34987,1
0.39836,0.87219,1
0.53072,0.96428,1
1.1459,0.38781,1
